,wl,Rs,Ts
0,1.0,0.20973017543566294,0.09348965729907449
1,0.9985007496251875,0.22527738497782623,0.08463717772733635
2,0.997005988023952,0.2367250752970928,0.07800482117053005
3,0.9955156950672647,0.2409957051177718,0.07364431590416222
4,0.9940298507462686,0.23627607659337882,0.07118000698409581
5,0.992548435171386,0.22267502667881436,0.06993861292904532
6,0.9910714285714287,0.20233414453403079,0.06914646287025573
7,0.9895988112927191,0.17894779541842304,0.06814087086557297
8,0.9881305637982196,0.15684462100312574,0.06654166750622646
9,0.9866666666666666,0.13991367353812356,0.06434198879730636
10,0.985207100591716,0.13068509730963782,0.06189996752479094
11,0.9837518463810931,0.12980152999153274,0.059838699154354726
12,0.9823008849557522,0.1359814348132177,0.05888416237242583
13,0.9808541973490428,0.14643334911216302,0.0596843760594547
14,0.9794117647058823,0.1575757502580245,0.0626551642994701
15,0.9779735682819384,0.16587189898056162,0.06788864414658348
16,0.9765395894428154,0.1685974986472507,0.0751428466017607
17,0.9751098096632503,0.16440013846277335,0.0839095169425335
18,0.9736842105263158,0.1535610715038369,0.09353756653720625
19,0.9722627737226277,0.13792005538751384,0.10337666315362866
20,0.9708454810495627,0.12047334327920442,0.11290208186879866
21,0.9694323144104804,0.10470939956391585,0.12178877780327192
22,0.9680232558139534,0.09380686742096117,0.12991771842396194
23,0.9666182873730044,0.08987215278214544,0.13731680675448704
24,0.9652173913043478,0.09341598673490115,0.1440571542964211
25,0.9638205499276411,0.1032357772180313,0.15013814299116646
26,0.96242774566474,0.11677498744071782,0.1553982156014003
27,0.961038961038961,0.13088986896756152,0.15948158352088937
28,0.9596541786743517,0.14281097752916586,0.16187567474531772
29,0.958273381294964,0.15099710381734688,0.16201414978711023
30,0.9568965517241379,0.15558678361548686,0.15942104101133314
31,0.9555236728837878,0.1582691325545683,0.1538583408835095
32,0.9541547277936963,0.16159036062687118,0.14543601873552922
33,0.9527896995708155,0.1679185334198201,0.1346512451690809
34,0.9514285714285714,0.17842871053250567,0.12234079257949812
35,0.9500713266761769,0.1924844670227956,0.10955277026271858
36,0.9487179487179488,0.20766583191019228,0.09736515165522704
37,0.9473684210526315,0.22046752371316422,0.08669315655466933
38,0.9460227272727273,0.22744590337626971,0.078131364173767
39,0.9446808510638297,0.2264203399401655,0.07186823967712742
40,0.943342776203966,0.2173020735997662,0.067692621275474
41,0.9420084865629421,0.20224676174717873,0.06508845130603672
42,0.9406779661016949,0.1850623526624818,0.0633918918592017
43,0.9393511988716503,0.17006547584868564,0.061969887732565614
44,0.9380281690140845,0.16077100237233544,0.06037520068461511
45,0.9367088607594937,0.15885163210629488,0.058440832560025295
46,0.9353932584269664,0.16370116277370583,0.056294164942075786
47,0.9340813464235624,0.17271842573146642,0.05429306459646995
48,0.9327731092436975,0.18218121013159752,0.0529065006211465
49,0.9314685314685314,0.1883912102052059,0.05257538735648329
50,0.9301675977653632,0.18870595650630595,0.05359208815103684
51,0.9288702928870294,0.1821464830577325,0.056029042653729266
52,0.9275766016713092,0.16944305982118532,0.059731112897722385
53,0.9262865090403338,0.15258437962093083,0.064367408608211
54,0.9249999999999999,0.13409212642612497,0.06952209394810667
55,0.9237170596393898,0.11630134931265242,0.07479451255377549
56,0.922437673130194,0.10087788449181885,0.0798791019934097
57,0.921161825726141,0.08867908360272106,0.08460435346604624
58,0.919889502762431,0.07992017474256392,0.0889243307291542
59,0.9186206896551724,0.07450278393704958,0.09287136278901717
60,0.9173553719008265,0.07232944905852408,0.0964898486060397
61,0.9160935350756533,0.07347004931861854,0.09977544935905425
62,0.9148351648351648,0.07813475178595304,0.10264039986276163
63,0.9135802469135803,0.08650036841574583,0.10491582088836277
64,0.9123287671232876,0.09849456309494282,0.10638919329655991
65,0.9110807113543092,0.1136465892724186,0.10686370233059148
66,0.9098360655737704,0.13107052833380348,0.10621950157794671
67,0.9085948158253752,0.14958260773787646,0.10445692797426818
68,0.9073569482288829,0.16789898675688267,0.10170799932266202
69,0.9061224489795918,0.18483681336909522,0.09821286174575283
70,0.9048913043478262,0.1994546449175564,0.09426879570052511
71,0.9036635006784259,0.2111065540678907,0.09016748785825388
72,0.9024390243902439,0.21942589873410182,0.0861391470436232
73,0.9012178619756428,0.2242797892088836,0.08231905463373967
74,0.8999999999999999,0.22573431849332395,0.07874452216089556
75,0.8987854251012146,0.2240480498353129,0.0753805856433974
76,0.8975741239892182,0.21968173636753102,0.07216418693797401
77,0.8963660834454913,0.21329256620018752,0.06905165871420572
78,0.8951612903225807,0.20568186280123996,0.06605433836072154
79,0.8939597315436241,0.19768556224807393,0.06325177259018457
80,0.8927613941018767,0.19002625997834457,0.06077951256533979
81,0.891566265060241,0.18316914681030547,0.058796432882303
82,0.8903743315508021,0.17722990745323527,0.05744238611025821
83,0.8891855807743659,0.17196760336816852,0.05679919348194153
84,0.888,0.16686657120879145,0.05686610265034857
85,0.8868175765645806,0.16128150614942208,0.057555827021673556
86,0.8856382978723404,0.15460196333848067,0.05871091980184443
87,0.8844621513944223,0.14639301360641363,0.06013457929183314
88,0.8832891246684351,0.13648527329589955,0.06162666099956478
89,0.8821192052980132,0.1250103445661685,0.06301542437655026
90,0.880952380952381,0.11239520544590414,0.0641780676456625
91,0.879788639365918,0.099333565926754,0.06504727099355676
92,0.8786279683377308,0.08674360530885278,0.06560526729967356
93,0.8774703557312253,0.07570716064768536,0.06587003778556925
94,0.8763157894736842,0.06737599109786076,0.06587931659683442
95,0.8751642575558476,0.06283434177094123,0.06567717949440463
96,0.874015748031496,0.06292468060774623,0.06530575537598879
