,wl,Rs,Ts
0,1.0,0.19731966375383178,0.10010465821111578
1,0.9985007496251875,0.2037734335234392,0.09738956242120742
2,0.997005988023952,0.20230715516426687,0.09581778063717886
3,0.9955156950672647,0.193614796407036,0.09435241524322961
4,0.9940298507462686,0.17994222115172917,0.09220703654154055
5,0.992548435171386,0.16436155856588683,0.0889716092817507
6,0.9910714285714287,0.1498994924196216,0.0846215751128071
7,0.9895988112927191,0.13881066106155604,0.07943734708277739
8,0.9881305637982196,0.13220725173439754,0.07388024245467505
9,0.9866666666666666,0.1301036259352448,0.06847118381789576
10,0.985207100591716,0.13177617336744257,0.06370382200295172
11,0.9837518463810931,0.1362374734465843,0.060002154949684826
12,0.9823008849557522,0.14261548831256518,0.05771332899867587
13,0.9808541973490428,0.15030681925130274,0.05711574906032902
14,0.9794117647058823,0.15889614429220486,0.0584230315890974
15,0.9779735682819384,0.1679442956736339,0.06177327901307219
16,0.9765395894428154,0.17679762081089112,0.06720525238711106
17,0.9751098096632503,0.18454413219705143,0.07463243516696698
18,0.9736842105263158,0.19015625910348682,0.08382879276723561
19,0.9722627737226277,0.19275985644671045,0.09443559789717762
20,0.9708454810495627,0.19190274157607456,0.10598962790922269
21,0.9694323144104804,0.1876938544981838,0.1179639284770052
22,0.9680232558139534,0.18074548613407634,0.12980765249687937
23,0.9666182873730044,0.17194515208207453,0.14097355127804856
24,0.9652173913043478,0.16216483616805275,0.1509295952122861
25,0.9638205499276411,0.15204447458666906,0.15916116893908247
26,0.96242774566474,0.14194945285871133,0.1651774452798078
27,0.961038961038961,0.1321152517977876,0.16853611323320752
28,0.9596541786743517,0.12289618528171166,0.1688936238779231
29,0.958273381294964,0.11497483883822714,0.16607581123464413
30,0.9568965517241379,0.1093947176856976,0.1601508694574949
31,0.9555236728837878,0.10735185195915216,0.1514785929822854
32,0.9541547277936963,0.10979218239159876,0.14071050537644167
33,0.9527896995708155,0.11696260388305439,0.12872610328105946
34,0.9514285714285714,0.1281086509434506,0.1165084948311449
35,0.9500713266761769,0.1414767299165471,0.1049827471392206
36,0.9487179487179488,0.1546723312988945,0.0948553602553749
37,0.9473684210526315,0.16528759362867435,0.08649752981553555
38,0.9460227272727273,0.17159726292441563,0.07990572159293484
39,0.9446808510638297,0.17307944143893986,0.07475266206652652
40,0.943342776203966,0.17056694319102947,0.07051627166512829
41,0.9420084865629421,0.16596080291848397,0.06665134836656197
42,0.9406779661016949,0.16159351289185636,0.06275618695178949
43,0.9393511988716503,0.15945715455936801,0.05868793414954858
44,0.9380281690140845,0.16056180728831074,0.054596010121727934
45,0.9367088607594937,0.16464259462275674,0.05086758486982406
46,0.9353932584269664,0.1703069370960011,0.048005134364000376
47,0.9340813464235624,0.17555507933795825,0.046475388711122605
48,0.9327731092436975,0.17847636028220493,0.0465757188933872
49,0.9314685314685314,0.17786897875013974,0.04835651550769503
50,0.9301675977653632,0.17357050557364345,0.05161922814088788
51,0.9288702928870294,0.16640249344333358,0.055985755626488234
52,0.9275766016713092,0.15777911123214283,0.06101346700902384
53,0.9262865090403338,0.14915042409004967,0.0663178144061251
54,0.9249999999999999,0.14150115571392216,0.07166458869817399
55,0.9237170596393898,0.1350895473523367,0.07700556725446875
56,0.922437673130194,0.12950612954040305,0.0824502120454766
57,0.921161825726141,0.12400242367215117,0.08818585714855323
58,0.919889502762431,0.11793634678545058,0.09437334907784183
59,0.9186206896551724,0.1111436365184178,0.10105038677539734
60,0.9173553719008265,0.10408487628581863,0.10807011233391217
61,0.9160935350756533,0.09771646783394111,0.11509028562690743
62,0.9148351648351648,0.09314938523892234,0.12161317076603066
63,0.9135802469135803,0.09124464121382024,0.1270629803811811
64,0.9123287671232876,0.09231552424324117,0.13088001311472072
65,0.9110807113543092,0.09605686295926216,0.13260983295924328
66,0.9098360655737704,0.10172281279949207,0.1319708892486858
67,0.9085948158253752,0.10846854472201645,0.12889205957256122
68,0.9073569482288829,0.1157018715905865,0.12351946416172882
69,0.9061224489795918,0.12328698590362554,0.11619714218205981
70,0.9048913043478262,0.13150588859238535,0.10742802081388247
71,0.9036635006784259,0.14078799529977643,0.09782090840541185
72,0.9024390243902439,0.15132183844045777,0.08802781946430953
73,0.9012178619756428,0.162721757979091,0.07867555292971434
74,0.8999999999999999,0.1739112936211547,0.07029691770288618
75,0.8987854251012146,0.18330575556212778,0.06326980597357117
76,0.8975741239892182,0.18925859334569756,0.057774801269039874
77,0.8963660834454913,0.19062524230104655,0.05378214226091699
78,0.8951612903225807,0.18723817493231504,0.051075224665295536
79,0.8939597315436241,0.18010336774504765,0.04931041904223808
80,0.8927613941018767,0.17121799015120825,0.048103514214035206
81,0.891566265060241,0.1630405780959288,0.04712451470884291
82,0.8903743315508021,0.15777065513013666,0.04617799904076834
83,0.8891855807743659,0.15666853700338476,0.045247964427491946
84,0.888,0.15964035646073615,0.04449429655265018
85,0.8868175765645806,0.16522937453315115,0.04420074877191445
86,0.8856382978723404,0.17102179222375125,0.04468791619045271
87,0.8844621513944223,0.17434019879658716,0.046214908495020864
88,0.8832891246684351,0.17300725936746808,0.04889689550625675
89,0.8821192052980132,0.16594623387779586,0.052661123029893064
90,0.880952380952381,0.15344632214715345,0.05725265516600045
91,0.879788639365918,0.13703539963477596,0.06228648492313514
92,0.8786279683377308,0.11902885229520475,0.06732934345036515
93,0.8774703557312253,0.10191759524829175,0.07198668322153998
94,0.8763157894736842,0.08779137344860186,0.07597026590426904
95,0.8751642575558476,0.07795899082356497,0.07912932822029042
96,0.874015748031496,0.07284323934701145,0.08144073157086137
97,0.872870249017038,0.07212893705905007,0.08296660224521765
98,0.8717277486910996,0.07506392303322756,0.08379744753498782
99,0.8705882352941177,0.08078034395658973,0.08400166971332233
100,0.8694516971279374,0.08852304854706396,0.0835981826493393
101,0.8683181225554106,0.09772960416492767,0.08255928602157644
102,0.8671875,0.10797584247999997,0.08083961641383183
103,0.8660598179453836,0.11885387715392266,0.07841786561077875
104,0.8649350649350649,0.12986749555486635,0.07533407899405485
105,0.8638132295719845,0.14040966334455793,0.0717078009618709
106,0.8626943005181347,0.14984094903772252,0.06772993760294678
107,0.8615782664941786,0.1576374609265915,0.06363101872942976
108,0.8604651162790696,0.16354367187679428,0.059636966598947475
109,0.8593548387096774,0.1676618686477205,0.05592756683598116
110,0.8582474226804124,0.1704354340960358,0.052611309045761855
111,0.8571428571428571,0.17252546458325493,0.04972390500441089
112,0.8560411311053985,0.17462111643679137,0.04724908771786798
113,0.8549422336328626,0.17724722301286502,0.045152475541036456
114,0.8538461538461538,0.18063013405456502,0.04341513683390662
115,0.852752880921895,0.18465736258313534,0.04205436366517953
116,0.8516624040920716,0.18893036776855232,0.04112453693065885
117,0.8505747126436781,0.19287794840852537,0.04069870001079235
118,0.8494897959183673,0.19588246450384345,0.0408386290746456
119,0.8484076433121019,0.19737678685406088,0.041565180476195424
